method,recipe_name,edge_violated,violation_effect_v,normalized_effect_v,exceeds_noise_v,correct_direction_v,violation_effect_u,normalized_effect_u,exceeds_noise_u,correct_direction_u
ares,microwavefrenchtoast,4->3,-0.032258063554763794,0.1111111111111111,False,False,0.0,0.0,False,False
ares,microwavefrenchtoast,6->4,-0.22580644488334656,0.875,False,False,-0.06451612710952759,0.10526315277633254,False,False
ares,microwavefrenchtoast,8->7,0.0,0.0,False,False,0.8064516186714172,0.9615384629051361,False,True
ares,microwavefrenchtoast,1->8,0.3870967626571655,0.46153844513836706,False,True,0.0,0.0,False,False
ares,microwavefrenchtoast,5->9,0.09677422046661377,0.23076925263601952,False,True,0.7419354617595673,2.0909096177453352,True,True
ares,microwavefrenchtoast,9->12,0.0,0.0,False,False,0.09677433967590332,0.23076953690427324,False,True
ares,microwavefrenchtoast,12->11,-0.19354838132858276,1.2,True,False,0.0,0.0,False,False
ares,microwavefrenchtoast,7->13,0.0,0.0,False,False,0.0,0.0,False,False
ares,microwavemugpizza,12->2,0.0,,False,False,0.0,,False,False
ares,microwavemugpizza,10->3,0.0,,False,False,0.0,,False,False
ares,microwavemugpizza,3->4,0.0,0.0,False,False,0.0,,False,False
ares,microwavemugpizza,2->5,0.0,,False,False,0.0,,False,False
ares,microwavemugpizza,11->7,0.40625,1.0,False,True,0.0,0.0,False,False
ares,microwavemugpizza,14->10,0.0,,False,False,0.0,0.0,False,False
ares,microwavemugpizza,1->11,0.15625,0.38461538461538464,False,True,0.0,,False,False
ares,microwavemugpizza,4->12,0.0,,False,False,0.0,0.0,False,False
ares,microwavemugpizza,9->13,0.0,0.0,False,False,-0.3125,1.0,False,False
ares,microwavemugpizza,5->15,0.0,,False,False,0.0,,False,False
ares,mugcake,7->1,0.0,,False,False,-0.23529410362243652,0.27586203101274104,False,False
ares,mugcake,12->2,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,2->5,0.0,0.0,False,False,-0.1764705926179886,0.20689654750716266,False,False
ares,mugcake,10->8,0.1764705777168274,0.29999998480081547,False,True,0.2352941296994686,0.24242424696027068,False,True
ares,mugcake,13->9,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,16->12,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,18->13,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,1->14,0.0,0.0,False,False,0.0,,False,False
ares,mugcake,4->15,-0.14705882966518402,0.6250000237487255,False,False,0.0,,False,False
ares,mugcake,19->16,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,5->18,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,14->19,0.0,0.0,False,False,0.0,0.0,False,False
ares,mugcake,15->20,0.6176470797508955,0.7000000004221996,False,True,0.0,0.0,False,False
ares,mugcake,9->21,0.0,0.0,False,False,0.0,0.0,False,False
ares,panfriedtofu,5->2,-0.14705882966518402,0.41666667370332594,False,False,-0.11764705181121826,0.1333333201044141,False,False
ares,panfriedtofu,8->4,0.0,,False,False,0.0,0.0,False,False
ares,panfriedtofu,19->5,0.2647058889269829,0.2999999955669047,False,True,-0.1764705777168274,0.22222218260844037,False,False
ares,panfriedtofu,18->6,0.1764705926179886,0.2608695757524279,False,True,0.3529411852359772,0.5454545412674424,False,True
ares,panfriedtofu,15->7,0.8823529481887817,1.0,False,True,0.0,0.0,False,False
ares,panfriedtofu,16->8,0.0,0.0,False,False,-0.5294117331504822,0.642857107961056,False,False
ares,panfriedtofu,14->9,0.0882352963089943,0.10714285843530479,False,True,0.7352941632270813,0.9259260037635433,False,True
ares,panfriedtofu,3->10,0.0,,False,False,0.0,,False,False
ares,panfriedtofu,6->11,0.11764705926179886,0.18181818705206088,False,True,0.11764706298708916,0.17391305233726895,False,True
ares,panfriedtofu,11->13,0.11764705181121826,0.1428571351024569,False,True,0.11764705926179886,0.18181818705206088,False,True
ares,panfriedtofu,7->14,-0.09999996423721313,0.12592588367121935,False,False,0.8823529481887817,1.0,False,True
ares,panfriedtofu,10->15,0.0,0.0,False,False,0.0,,False,False
ares,panfriedtofu,13->16,-0.0882352888584137,0.10714285132684266,False,False,0.0,0.0,False,False
ares,panfriedtofu,2->18,0.32352942042052746,0.49999999712136667,False,True,0.1176470648497343,0.33333334212915744,False,True
ares,panfriedtofu,1->19,-0.4117647409439087,0.5185185011440528,False,False,0.0,0.0,False,False
ares,panfriedtofu,9->20,0.029411764815449715,0.033333333192600144,False,True,-0.9117647036910057,1.107142840341038,True,False
ares,pinwheels,14->1,0.0,0.0,False,False,0.0,0.0,False,False
ares,pinwheels,1->3,0.0,0.0,False,False,0.0,0.0,False,False
ares,pinwheels,7->4,0.0,,False,False,0.38235294818878174,1.0,False,True
ares,pinwheels,18->5,-0.20588235557079315,0.33333334137522996,False,False,-0.029411762952804565,0.05882352590560913,False,False
ares,pinwheels,11->7,0.38235294818878174,1.0,False,True,0.23529411852359772,0.6153846063910153,False,True
ares,pinwheels,5->8,0.0,0.0,False,False,0.14705882966518402,0.2380952507325042,False,True
ares,pinwheels,3->9,1.0,1.0,False,True,-0.1764705926179886,6.000000126659869,True,False
ares,pinwheels,17->10,-0.23529411852359772,1.0,False,False,-0.08235293626785278,0.3499999778345228,False,False
ares,pinwheels,19->11,0.1411764770746231,0.369230779423516,False,True,-0.029411764815449715,0.14285714156469523,False,False
ares,pinwheels,13->12,-0.1764705777168274,0.599999878406542,False,False,-0.29411764442920685,1.4285713070813584,True,False
ares,pinwheels,16->13,0.029411770403385162,0.1428571596589611,False,True,-0.0882352888584137,0.5999999392032649,False,False
ares,pinwheels,8->14,0.0,0.0,False,False,0.0,0.0,False,False
ares,pinwheels,10->15,0.0,0.0,False,False,-0.29411765933036804,1.250000047497451,True,False
ares,pinwheels,4->17,0.12352941744029522,0.5250000221654771,False,True,-0.38235294818878174,,True,False
ares,pinwheels,12->19,0.0,0.0,False,False,-0.2941175699234009,0.9999995946884735,False,False
ares,pinwheels,9->20,0.0,0.0,False,False,0.2647058963775635,0.2647058963775635,False,True
ares,pinwheels,15->6,0.0,0.0,False,False,-0.11764705926179886,0.33333332629667406,False,False
ares,ramen,9->1,0.0,,False,False,0.0,,False,False
ares,ramen,1->2,0.24242424964904785,0.25,False,True,0.0,,False,False
ares,ramen,8->4,0.6666666865348816,0.8461538141472121,False,True,0.6060606241226196,0.8695652917562717,False,True
ares,ramen,15->8,0.6666666865348816,0.9565218209318989,False,True,0.24242424964904785,0.4,False,True
ares,ramen,3->11,0.4545454680919647,0.7894737250752075,False,True,0.0,0.0,False,False
